Name,Pattern,Data
Richard Branson,0,"EXTORTIONIST CATCHES'EXTORTIONIST' - BIRK OF BIRKBECK HELD IN NONG PLALAI PRISON - THAILAND\n\nBUT WHAT IS THE TRUTH BEHIND THE ARREST IN THAILAND OF FORMER SCHOOLMATE Of ENTITY, UNIVERSITY CHALLENGE WINNER, AND ARMY OFFICER, THOR HALLAND?\n\nIt made the "
Richard Branson,0,"Even thousands of years ago, leaders - like Philip II of Macedon - weren't averse to a bit of boasting (Credit: Alamy)\n\nAnd though it might be hard to imagine a colleague laughing that their pot plant could give a better presentation than you, it turns "
Richard Branson,0,"Ashton Kutcher was a well-known face in Hollywood in the 2000's. Not only was he a star on the big and small screens, Kutcher also had a high-profile relationship with actress Demi Moore.\n\nWhile Kutcher no doubt has a successful acting career, fans migh"
Richard Branson,0,"Dublin-born chief executive of Qantas, Alan Joyce, joked his marriage in three weeks is \the most expensive wedding of a Tallaght man\"" after he donated Aus$1m (�670,000) to the Australian marriage equality campaign.\n\nMr Joyce, who joined Australian air"
Richard Branson,0,"EXCLUSIVE: Gavin and Stacey actress Alison Steadman says we are losing our NHS as she spoke out about her heartbreak at watching her mum die in an underfunded, understaffed NHS hospital\n\nAlison Steadman watched helplessly as her mother lay dying from pa"
Richard Branson,0,"I recently read the book Dangerous Hero: Corbyn's Ruthless Plot For Power, by renowned investigative journalist Tom Bower. Bower has also written books on various people such as ENTITY, Rupert Murdoch, Robert Maxwell and Tony Blair, with varying degrees o"
Richard Branson,0,"Just two years ago Alan Gow was named the new boss of Virgin Mobile's Middle East and Africa operations, overseeing the launch of the operator in the UAE under parent company, the Emirates Integrated Telecommunications Company (Du).\n\nGow is credited wit"
Richard Branson,0,"""The small, standardized satellites known as \""Cubesats\"" have increased access to space -- many launches include caches of Cubesats along with the main payload. Those tiny satellites are all hanging out around Earth, but that could change soon. Virgin Or"
Richard Branson,0,"""What's a light-year? The same as a regular year, but with fewer calories. Just an example there of the mind-numbing ramblings with which we have had to amuse ourselves, seemingly for decades, while twiddling our thumbs waiting for the world's first space"
Thomas Cook Group PLC,1,An inquiry has been launched by the accounting watchdog into the auditors of the collapsed travel giant ENTITY.\n\nThe Financial Reporting Council (FRC) will look at the role of the big four financial services firm EY in signing off the last set of accoun
Thomas Cook Group PLC,1,"Nearly one in five free Scottish cash machines to introduce charges\n\nIt follows a similar inquiry launched by Parliament's Business, Energy and Industrial Strategy (BEIS) select committee which is looking at the collapse and has demanded the appearance "
Thomas Cook Group PLC,1,"London: Britain launched an investigation on Tuesday into the auditors who signed off on accounts for the now-bankrupt holiday giant ENTITY, as the company's French branch went into receivership and its Belgian division collapsed.\n\nThe Financial Reporti"
Thomas Cook Group PLC,1,"BANKRUPT. Investigations are launched after the collapse of debt-plagued British travel giant ENTITY. Photo from Shutterstock\n\nLONDON, United Kingdom - Britain launched an investigation on Tuesday, October 1, into the auditors who signed off on accounts"
Thomas Cook Group PLC,1,"Facebook Scrambles to Keep Libra on Track as Partners Waver\n\nCracks are forming in the coalition Facebook assembled to build a global cryptocurrency-based payments network.\n\nSchwab Cuts Fees on Online Stock Trades to Zero, Rattling Rivals\n\nCharles S"
Thomas Cook Group PLC,1,"Britain launched an investigation on Tuesday into the auditors who signed off on accounts for the now-bankrupt holiday giant ENTITY, as the company's French branch went into receivership and its Belgian division collapsed.\n\nThe Financial Reporting Counc"
Thomas Cook Group PLC,0,"(MENAFN - WiredHearld) The proposed market report of Acumen Research and Consulting on the global Luxury Travel market evaluates the opportunities in the current market, and provides updates and insights corresponding to different segments involved in the"
Thomas Cook Group PLC,1,"GM Idles Pickup-Truck Plant in Mexico Amid U.S. Strike\n\nGeneral Motors said a parts shortage stemming from a United Auto Workers strike in the U.S. led it to idle a pickup-truck factory in Mexico, cutting off the supply of GM's most-profitable vehicles "
Thomas Cook Group PLC,1,"Schwab Cuts Fees on Online Stock Trades to Zero, Rattling Rivals\n\nCharles Schwab said it would eliminate commissions on stock and some other trades made on its mobile and web channels, sending shares in online brokerages down sharply.\n\nCredit Suisse P"
Thomas Cook Group PLC,1,"GM Is Forced to Idle Pickup-Truck Plant in Mexico Amid U.S. Strike\n\nGeneral Motors said a parts shortage forced it to idle the pickup-truck factory, cutting off the supply of GM's most-profitable vehicles and further threatening to dent its bottom line."
Vijay Mallya,0,New Delhi: A Delhi court on Tuesday sent corporate lobbyist Deepak Talwar to judicial custody till October 16 in the CBI case relating to an illicit aviation deal. Special CBI Judge Anil Kumar Sisodia also reserved the bail application for October 3. The 
Vijay Mallya,1,Will be made compliant with norms of European anti-torture watchdog.\n\nThe is readying itself for high-profile fugitive offenders. The state prisons department is making it the first in the country to comply with the guidelines of a European antitorture 
Vijay Mallya,1,The Economic Offences Wing (EOW) of Mumbai Police has issued a preventive alert at all airports across the country against the accused in the Punjab and Maharashtra Cooperative Bank. The preventive alert has been sent across immigration and security count
Vijay Mallya,1,"Mallya had raised questions over the conditions of Indian jails during the extradition trial against him.\n\nThe Maharashtra Police has written to the state government, demanding a team of officials to be sent to study prisons in foreign nations. This exe"
Vijay Mallya,1,The Maharashtra Police is seeking to visit prisons in the UK and has written a letter to the state government for the same. The police wants to study the conditions and structure of jails in the UK.\n\nThe letter has already been submitted to the governme
Vijay Mallya,1,"New Delhi: A 34-year-old Indian man, likely to be extradited to the United Kingdom in the first week of October for allegedly committing rape and murder there 10 years ago, said through his lawyer on Sunday that he was being made a scapegoat since he hail"
Vijay Mallya,1,"In a move aimed at speeding up the construction of a new prison at Mankhurd, the state government has allowed the Maharashtra State Police Housing Corporation (MSPHC) to build it.\n\nEarlier, the jail was to be built by the Public Works Department (PWD), "
Vijay Mallya,1,"Since this was expected to cause a delay, considering the large mandate of the PWD, the objectives of the MSPHC were amended and construction of prisons was added to the list.\n\nIn a move aimed at speeding up the construction of a new prison at Mankhurd,"
Vijay Mallya,1,"Bihar youth beaten up for allegedly attempting to rape minor girl\n\nA 34-year-old Indian man, likely to be extradited to the United Kingdom in the first week of October for allegedly committing rape and murder there 10 years ago, said through his lawyer "
Virat Kohli,0,India's pace spearhead Jasprit Bumrah and their ace all-rounder Hardik Pandya have apparently been ruled out of Bangladesh-India Test series in November as both of them are set to leave for the UK to consult specialists physicians following their 'back pr
Virat Kohli,0,"Visakhapatnam (Andhra Pradesh) [India], Oct 2 (ANI): Rohit Sharma smashed his first century as an opening batsman in the longest format of the game here on Wednesday.\n\nThe right-handed batsman now has four centuries in Test matches. He hit the other thr"
Virat Kohli,0,VISAKHAPATNAM - India skipper ENTITY won the toss and elected to bat first in the opening Test against South Africa in Visakhapatnam on Wednesday.\n\nThe hosts had announced their team on Tuesday and Kohli said it was a great opportunity for Rohit Sharma 
Virat Kohli,0,"Mayank Agarwal also scored his first fifty against South Africa.\n\nIndia is currently playing the 1st Test in Vishakhapatnam against South Africa, amidst all the forecast on the day of the game that has been ruled out. It is a sunny day and Team India ha"
Virat Kohli,0,"The entire dressing room including skipper ENTITY stood up to laud Rohit's feat. His unconquered innings comprised 12 fours and five sixes.\n\nIndia vs South Africa First Test: Rohit Sharma made a dream start as a Test opener, scoring an unbeaten 115 off "
Virat Kohli,0,"Visakhapatnam, Oct 2 (PTI) Rohit Sharma made a dream start as a Test opener, scoring an unbeaten 115 off 174 balls to take India to a commanding 202 for no loss at tea on day one of the series opener against South Africa here on Wednesday.\n\nWhile South "
Virat Kohli,0,The Proteas' five-man bowling attack was rendered collectively ineffective by India batsman Rohit Sharma's dominance on day one of the first Test at Visakhapatnam on Wednesday.\n\nIndia strode to 202 without loss at tea on the back of Sharma's unbeaten ce
Virat Kohli,0,"10 years, that's the recurring theme in Pakistan cricket these days. A decade is a very long time in any field. Stars blossom and fade away in lesser time periods. With little more concerted effort, this theme can be translated into an ever-lasting, beaut"
Virat Kohli,0,"#Final ODI: Babar Azam celebrated the return of ODI cricket in Pakistan with a superlative ton in the last match. He seems to be in Virat-Kohli like touch in ODIs and the ease with which he paces his innings, gives you the feeling that he has decoded the "
Virat Kohli,0,"Visakhapatnam: Rohit Sharma made a dream start as a Test opener, scoring an unbeaten 115 off 174 balls to take India to a commanding 202 for no loss at tea on day one of the series opener against South Africa here Wednesday.\n\nWhile South African bowlers"
PMC,1,"The actual financial position of ENTITY bank was camouflaged, the bank deceptively reflected a rosy picture of its financial parameters,\"" said a complaint filed with Economic Offences Wing, Mumbai\n\nUsing more than 21,000 fake accounts to inflate the fi"
PMC,1,The RBI on Tuesday began its rate-setting huddle amid widespread expectations that the Monetary Policy Committee (MPC) headed by Governor Shaktikanta Das would slash benchmark interest rate to revive the sagging economy.\n\nThe Governor has already hinted
PMC,1,"Mumbai: The suspended managing director of ENTITY, Joy Thomas, has blamed the auditors for the mess at the bank, accusing them of only \""superficially auditing\"" the books of the now crippled lender due to \""time constraints\"".\n\nIn a five-page letter to"
PMC,1,"Infibeam terminates auditor services for sharing price-sensitive info\n\nThe suspended managing director of Punjab and Maharashtra Cooperative (ENTITY) Bank, Joy Thomas, has blamed the auditors for the mess at the bank, accusing them of only \""superficial"
PMC,1,"NEW DELHI: As the economic offences wing (EoW) of the Mumbai Police has lodged a first information report (FIR) against Punjab and Maharashtra Co-operative Bank (ENTITY Bank) chairman and officials and with Enforcement Director (ED) likely to step in, aud"
PMC,1,"MUMBAI: The BSE benchmark Sensex crashed over 737 points to trade at 37,930 in a fag-end selling on Tuesday as investors weighed deepening woes in the financial sector.\n\nThe broader NSE Nifty too dived over 227 points to 11,247.90. Yes Bank shares crash"
PMC,1,"MUMBAI: The suspended managing director of Punjab and Maharashtra Cooperative (ENTITY) Bank, Joy Thomas, has blamed the auditors for the mess at the bank, accusing them of only \""superficially auditing\"" the books of the now crippled lender due to \""time "
PMC,1,ENTITY Bank's now-suspended managing director has reportedly confessed that the bank's loan exposures went unreported for over six years.\n\nIndian officials have reportedly lodged a complaint with the police against crisis-stricken ENTITY Bank (Punjab an
PMC,1,"Mumbai: The suspended managing director of Punjab and Maharashtra Cooperative (ENTITY) Bank, Joy Thomas, has blamed the auditors for the mess at the bank, accusing them of only \""superficially auditing\"" the books of the now crippled lender due to \""time "
Narendra Modi,0,"When Martin Luther King Jr. visited the villa in Mumbai, India, where Mohandas Gandhi stayed in the 1920s, he had a special request: He wanted to spend the night in Gandhi's bedroom.\n\nIt was 1959, 11 years after Gandhi's death. The house, called Mani Bh"
Narendra Modi,0,"India is to be declared \""open-defecation free\"" by prime minister ENTITY on Wednesday evening, although experts question his bold claim that all 1.3 billion people in the country have access to a toilet.\n\nModi made his \""latrines for all\"" pledge when "
Narendra Modi,0,"Facing protests over the worst-ever water logging in Patna, Bihar Chief Minister lost his cool at the media, and said floods were happening all over India and even in the US\n\nFacing protests over the worst-ever water logging in Patna, Bihar Chief Minist"
Narendra Modi,0,"With the assembly elections approaching, Prime Minister (PM) ENTITY is set to hold as many as 10 rallies across the state of Maharashtra to endorse the re-election of Bharatiya Janata Party (BJP) and Shiv Sena alliance government led by incumbent Chief Mi"
Narendra Modi,0,"When Martin Luther King Jr. visited the villa in Mumbai, India, where Mohandas Gandhi stayed in the 1920s, he had a special request: He wanted to spend the night in Gandhi's bedroom.\n\nIt was 1959, 11 years after Gandhi's death. The house, called Mani Bh"
Narendra Modi,0,"New Delhi (India), Oct 2 (ANI): Saudi Arabia has told India that it understands \""India's approach and actions in Jammu and Kashmir\"".\n\nThe Saudi stance on the issue was conveyed to India in a two-hour meeting between National Security Advisor Ajit Dova"
Narendra Modi,0,"New Delhi [India], Oct 02 (ANI): Singapore Deputy Prime Minister Heng Swee Keat on Wednesday paid floral tribute to Mahatma Gandhi on his 150 birth anniversary and called him an \""inspiration for all humanity\"".\n\n\""He was such a great leader and a great"
Narendra Modi,0,"Celebrated in his own country and arguably the most famous human of the world, with statues and memorials in several countries in all continents, Mahatma Gandhi was remembered on his 150 birth anniversary today - Wednesday, Oct 2 - by people and leaders a"
Narendra Modi,0,"When Martin Luther King Jr. visited the villa in Mumbai, India, where Mohandas Gandhi stayed in the 1920s, he had a special request: He wanted to spend the night in Gandhi's bedroom.\n\nIt was 1959, 11 years after Gandhi's death. The house, called Mani Bh"
Narendra Modi,0,"New Delhi, Oct 2 (IANS) On the 150th anniversary of the Father of the Nation, Congress' Interim President Sonia Gandhi on Wednesday launched a veiled attack on the ruling BJP, saying the country is being taken towards their \""own direction\"" in the name o"
Donald Trump,0,"Rep. Rashida Tlaib (D., Mich.) has promoted at least four racially charged hoaxes or debunked stories on Twitter in 2019 and failed to issue statements retracting or correcting her comments.\n\nThe most recent example: the case of Amari Allen, a black 12-"
Donald Trump,0,"Lord Sugar has said he thinks he will \""max out\"" on starring in The Apprentice after 20 years.\n\nThe entrepreneur, who will mark his 15th year on the show when it returns on Wednesday, believes it will have run its course after two decades.\n\nThe told "
Donald Trump,0,"Everywhere you turn progressives are pushing the idea of diversity. It's in our school curriculum, in every TV show and movie, and now even in corporate commercials. But within the era of Newspeak, what is now called diversity is actual progressive dogmat"
Donald Trump,0,"Murder is on the decline in America, according to a new FBI report.\n\nThe nation's top federal law enforcement agency found that homicides fell by 6 percent in 2018. The decline in homicides is part of a 3 percent drop in the violent crime rate, accordin"
Donald Trump,0,"WASHINGTON, D.C. - The House Ways and Means Committee received information from a federal employee at the end of July alleging that there was \""possible misconduct\"" and \""inappropriate efforts to influence\"" the Presidential audit program, according to a"
Donald Trump,0,"RJ-GEHLOT - Why Modi didn't object to Trump calling him 'father of India': Gehlot\n\nJaipur, Oct 2 (PTI) Rajasthan Chief Minister Ashok Gehlot on Wednesday took a swipe at Prime Minister Narendra Modi, questioning his silence on US president ENTITY callin"
Donald Trump,0,"CANBERRA, Australia (AP) -- Australia's prime minister said Wednesday that his country is unlikely to provide the United States with internal government communications with an Australian diplomat who is partially responsible for triggering the FBI investi"
Donald Trump,0,"CANBERRA, Australia (AP) -- Australia's prime minister said Wednesday that his country is unlikely to provide the United States with internal government communications with an Australian diplomat who is partially responsible for triggering the FBI investi"
Donald Trump,0,"United States President ENTITY suggested shooting migrants in the legs to slow them down, according to a new book.\n\nThe book, by two New York Times journalists, says Mr Trump suggested extreme methods of deterring migrants from crossing the southern bor"
Donald Trump,0,"VATICAN CITY (AP) -- U.S. Secretary of State Mike Pompeo on Wednesday criticized governments that wield absolute power as threats to religious freedom, as he scrambled to contain a political crisis back home.\n\nAmid a growing storm in Washington over an "
AL CARDINAL Investments,0,"Two months ago, Nigeria slapped restrictions on cross-border trade with its neighbours, but there are mixed signals as to whether the controversial move is benefitting the country.\n\nOn August 19, President Muhammadu Buhari dramatically closed Nigeria's "
AL CARDINAL Investments,0,"Vatileaks is turning into the Vatican's own horror movie franchise.\n\nI couldn't help thinking of the \Scream\"" franchise of postmodern slasher films on Thursday, especially where in each movie, film nerd Randy gives the \""rules\"" for a series in the hor"
AL CARDINAL Investments,0,"\Say it nicer.\"" No words better sum up the news coverage of Hunter Biden. That instruction from him to ABC News reporter Amy Robach came after she noted that he was \""in and out of rehab\"" several times for dependency on drugs ranging from cocaine to cra"
AL CARDINAL Investments,0,"The pope fired the head of his security detail and called in a mafia prosecutor to get to the bottom of secret London apartments, and what happened to money in his charity fund.\n\nROME-A few hours before Secretary of State Mike Pompeo met with his Vatica"
AL CARDINAL Investments,0,"VATICAN CITY (RNS) -- Pope Francis' \guardian angel\"" handed in his wings on Monday. Domenico Giani, the head of the Vatican police force, submitted his resignation amid the latest leaks and scandals surrounding the Catholic institution's finances.\n\n\""I"
AL CARDINAL Investments,1,"""Global Magnitsky designations target government insiders engaging in bribery, kickbacks, and procurement fraud while draining state coffers\n\nWashington - Today, the U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) sanctioned As"
AL CARDINAL Investments,0,"VATICAN CITY (RNS) -- Last week, the Vatican released a mysterious statement acknowledging a raid by Vatican police on the offices of its Secretariat of State and of its financial watchdog agency, saying it was carried out by judicial order by the Vatican"
AL CARDINAL Investments,0,"VATICAN CITY -- A police raid on offices in the Vatican Secretariat of State, the suspension of five Vatican officials, and the appointment of a leading Italian anti-mafia magistrate as head of the Vatican's criminal tribunal have sparked intense speculat"
AL CARDINAL Investments,0,"NEW YORK, Sept. 24, 2019 (GLOBE NEWSWIRE) -- The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. If you suffered a loss you have until the lead plaintiff deadline to request that "
ALCARDINAL GENERAL TRADING LIMITED,1,"""Global Magnitsky designations target government insiders engaging in bribery, kickbacks, and procurement fraud while draining state coffers\n\nWashington - Today, the U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) sanctioned As"
Donmez Fatih,1,"The U.S. Treasury Department's Office of Foreign Assets Control (OFAC) on Oct. 14 imposed economic sanctions on Turkey's Ministry of National Defense and Ministry of Energy and Natural Resources, as well as three senior government officials.\n\nThe financ"
NILETEL,1,"""Global Magnitsky designations target government insiders engaging in bribery, kickbacks, and procurement fraud while draining state coffers\n\nWashington - Today, the U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) sanctioned As"
Hulusi Akar,1,"The U.S. Treasury Department's Office of Foreign Assets Control (OFAC) on Oct. 14 imposed economic sanctions on Turkey's Ministry of National Defense and Ministry of Energy and Natural Resources, as well as three senior government officials.\n\nThe financ"
John Grisham,0,"""NEW ORLEANS -- Tulane University has announced plans for a major book festival to be held annually between Mardi Gras and Jazz Fest.\n\nThe first New Orleans Book Festival at Tulane University will be March 19-21. A news release says more than 40 authors"
Iran,0,India: Robbers board LPG tanker at Kakinada Anchorage\n\n23 September\n\nFour robbers boarded an LPG tanker at Kakinada Anchorage using a hook attached to a rope at 2325 hrs local time. Alert crew noticed the robbers and raised the alarm. The robbers repo
Iran,1,"Following the brutal killing of Saudi dissident and Washington Post contributor Jamal Khashoggi at Saudi Arabia's consulate in Istanbul, Turkey, one year ago, the Saudi government became something of a toxic commodity in American politics. Several high-pr"
Iran,1,North Korea test-fired a ballistic missile on Wednesday - possibly from a submarine - just days ahead of the expected resumption of nuclear negotiations between the U.S. and North Korea after a seven-month hiatus.\n\nSouth Korea's Joint Chiefs of Staff sa
Iran,1,The Trump administration has not grasped there is a global race to dominate the clean energy industry.\n\nThe United States has a unique geopolitical position and a global energy system based on an accelerated transition to renewables could either comprom
